"User-ID;""Location"";""Age"""
"2445;""arezzo", toscana," italy"";NULL"
"2449;""tehran"," \""n/a\"""," iran"";NULL"
"2453;""independence", missouri," usa"";NULL"
"2457;""banff", alberta," canada"";""24"""
"2461;""san francisco", california," usa"";""59"""
"2465;""conroe", texas," usa"";NULL"
"2469;""nürnberg", bayern," germany"";NULL"
"2473;""elkhart", indiana," usa"";""31"""
"2477;""guwahati", assam," india"";""23"""
"2481;""st. louis", missouri," usa"";NULL"
"2485;""charlottesville", virginia," usa"";NULL"
"2489;""zaragoza", aragón," spain"";""39"""
"2493;""trieste", friuli venezia giulia," italy"";NULL"
"2497;""st   john`s", antigua    and   barbuda," antigua and barbuda"";""69"""
"2501;""lisboa", loures-apelação," portugal"";""34"""
"2505;""denville", new jersey," usa"";""61"""
"2509;""south milwaukee", wisconsin," usa"";""47"""
"2513;""säffle", ,";NULL
2514"";""geneva", n/a," switzerland"";NULL"
"2518;""madrid", madrid," spain"";""28"""
"2522;""abadiano", pais vasco /vizcaya," spain"";""39"""
"2526;""torino", torino," italy"";NULL"
"2530;""melbourne", victoria," australia"";NULL"
"2534;""kamloops", british columbia," canada"";NULL"
"2538;""potomac", maryland," usa"";""55"""
"2542;""silvis", illinois," usa"";""54"""
"2546;""bendigo", victoria," australia"";""25"""
"2550;""montpellier", illinois," france"";NULL"
"2554;""christchurch", n/a," new zealand"";""24"""
"2558;""san juan", puerto rico," puerto rico"";NULL"
"2562;""wheeling", illinois," usa"";""53"""
"2566;""dunedin", new zealand," new zealand"";""43"""
"2570;""santa paula", california," usa"";NULL"
"2574;""linlöping", östergötland," sweden"";NULL"
"2578;""burlington", ontario," canada"";""16"""
"2582;""zurich", zurich," switzerland"";""17"""
"2586;""vancouver", british columbia," canada"";NULL"
"2590;""el cerrito", california," usa"";""26"""
"2594;""adelaide", south australia," australia"";""22"""
"2598;""flushing", michigan," usa"";NULL"
"2602;""providence", rhode island," usa"";NULL"
"2606;""london", n/a," united kingdom"";""44"""
"2610;""mooroolbark", victoria," australia"";""21"""
"2614;""düsseldorf", nordrhein-westfalen," germany"";NULL"
"2618;""westvancouver", ,";NULL
2619"";""alexandria", virginia," usa"";NULL"
"2623;""tehran", alabama," iran"";""19"""
"2627;""barrington", rhode island," usa"";""41"""
"2631;""doyle", california," usa"";""18"""
"2635;""tomball", texas," usa"";NULL"
"2639;""hong kong", n/a," hong kong"";NULL"
"2643;""cedar park", texas," usa"";""28"""
"2647;""seabrook", texas," usa"";NULL"
"2651;""harlingen", texas," usa"";NULL"
"2655;""firenze", toscana," italy"";NULL"
"2659;""miami", florida," usa"";""39"""
"2663;""verona", veneto," italy"";NULL"
"2667;""athens", attiki," greece"";""37"""
"2671;""glasgow", scotland," united kingdom"";""22"""
"2675;""union mills", north carolina," usa"";""35"""
"2679;""weston-super-mare", somerset," united kingdom"";""34"""
"2683;""gulf breeze", florida," usa"";""17"""
"2687;""tucson", arizona," usa"";""35"""
"2691;""silvi marina", abruzzo," italy"";""21"""
"2695;""são paulo", são paulo," brazil"";""21"""
"2699;""alacant", paisos catalans," spain"";""53"""
"2703;""edmonton", alberta," canada"";NULL"
"2707;""stockholm", stockholm," sweden"";NULL"
"2711;""head of st margaret`s bay", nova scotia," canada"";""44"""
"2715;""hastings", minnesota," usa"";NULL"
"2719;""staten island", new york," usa"";""37"""
"2723;""bristol", england," united kingdom"";NULL"
"2727;""berlin"," \""n/a\"""," germany"";NULL"
"2731;""victoria", british columbia," canada"";NULL"
"2735;""palos heights", illinois," usa"";""47"""
"2739;""anchorage", alaska," usa"";""27"""
"2743;""wellington", ,";41"""
"2747;""magdeburg", sachsen-anhalt," germany"";NULL"
"2751;""boise", idaho," usa"";""21"""
"2755;""henrietta", new york," usa"";""51"""
"2759;""woodstock", new york," usa"";NULL"
"2763;""são paulo", são paulo," brazil"";NULL"
"2767;""quebec", quebec," canada"";""22"""
"2771;""lake orion", michigan," usa"";""56"""
"2775;""worcester", massachusetts," usa"";NULL"
"2779;""lisbon", lisbon," portugal"";""20"""
"2783;""cologne/köln", nordrhein-westfalen," germany"";""43"""
"2787;""gzb", n/a," india"";""26"""
"2791;""saint louis", missouri," usa"";NULL"
"2795;""kirkland", washington," usa"";""41"""
"2799;""eugene", oregon," usa"";NULL"
"2803;""barcelona", barcelona," spain"";""36"""
"2807;""madrid", n/a," spain"";""20"""
"2811;""lisboa", n/a," portugal"";""22"""
"2815;""madrid", bayern," spain"";""18"""
"2819;""boulogne", ile de france," france"";""19"""
"2823;""kaunas", n/a," lithuania"";""46"""
"2827;""warsaw", england," poland"";""23"""
"2831;""sevilla", north dakota," spain"";""26"""
"2835;""chicago", illinois," usa"";NULL"
"2839;""pueblo", colorado," usa"";NULL"
"2843;""rodgau", hessen," germany"";NULL"
"2847;""fara d`adda", lombardia," italy"";""27"""
"2851;""canton", new york," usa"";NULL"
"2855;""dallas", texas," usa"";""35"""
"2859;""citrus heights", california," usa"";NULL"
"2863;""lisbon", n/a," portugal"";""34"""
"2867;""guangzhou", trentino alto adige," china"";""23"""
"2872;""watauga", texas," usa"";NULL"
"2876;""acworth", georgia," usa"";""22"""
"2880;""hendersonville", north carolina," usa"";NULL"
"2884;""silver spring", maryland," usa"";NULL"
"2888;""fuengirola", n/a," spain"";""17"""
"2892;""portland", oregon," usa"";""26"""
"2896;""sao paulo", sao paulo," brazil"";""20"""
"2900;""cosenza", calabria," italy"";""18"""
"2904;""linkoping", n/a," sweden"";""32"""
"2908;""uppsala", n/a," sweden"";NULL"
"2912;""jakarta", jakarta," indonesia"";""32"""
"2916;""hosania", sharkia," egypt"";NULL"
"2921;""toronto", ontario," canada"";NULL"
"2925;""leon", leon," spain"";""22"""
"2929;""florence", oregon," usa"";""49"""
"2933;""seattle", washington," usa"";NULL"
"2937;""moorpark", california," usa"";NULL"
"2941;""nanaimo", british columbia," canada"";""55"""
"2945;""franklin", tennessee," usa"";""29"""
"2949;""east warren", campania," usa"";NULL"
"2953;""stockholm", sweden," sweden"";NULL"
"2957;""christchurch", n/a," new zealand"";""34"""
"2961;""brooklyn", new york," usa"";""32"""
"2965;""st. charles", missouri," usa"";""50"""
"2969;""ra`anana", central israel," israel"";NULL"
"2973;""waukesha", wisconsin," usa"";NULL"
"2977;""richland", washington," usa"";""25"""
"2981;""thonburie", bangkok," thailand"";""26"""
"2985;""cardiff", wales," united kingdom"";""17"""
"2989;""pereira", risaralda," colombia"";""19"""
"2993;""new york", new york," usa"";NULL"
"2997;""zaragoza"," \""n/a\"""," spain"";""20"""
"3001;""manchester", connecticut," usa"";""41"""
"3005;""mountain view", california," usa"";NULL"
"3009;""stratford", connecticut," usa"";NULL"
"3013;""madrid", madrid," spain"";""18"""
"3017;""roma", lazio," italy"";NULL"
"3021;""los angeles", california," usa"";NULL"
"3025;""south elgin", illinois," usa"";""27"""
"3029;""torremolinos", málaga," spain"";""20"""
"3033;""montevarchi", toscana," italy"";NULL"
"3037;""nashville", tennessee," usa"";""28"""
"3041;""gonzales", louisiana," usa"";""15"""
"3045;""canovelles", barcelona," spain"";""30"""
"3049;""gold coast", queensland," australia"";NULL"
"3053;""frankfurt", hessen," germany"";""33"""
"3057;""athens - n. psychiko", ,";30"""
"3061;""st. louis", missouri," usa"";""19"""
"3065;""santa clara", villa clara," cuba"";""27"""
"3069;""helsinki", the land of santa claus," finland"";""21"""
"3073;""helsinki", uusimaa," finland"";""23"""
"3077;""lowell", massachusetts," usa"";NULL"
"3081;""distrito federal", distrito federal," mexico"";""16"""
"3085;""zürich", switzerland," switzerland"";""104"""
"3089;""st.paul", minnasota," usa"";NULL"
"3093;""belle plaine", iowa," usa"";""46"""
"3097;""trieste", friuli venezia giulia," italy"";NULL"
"3101;""barcelona", barcelona," spain"";""28"""
"3105;""olympia", washington," usa"";""42"""
"3109;""stamford", connecticut," usa"";NULL"
"3113;""vernon", british columbia," canada"";NULL"
"3117;""madrid", madrid," spain"";""23"""
"3121;""san leandro", california," usa"";""46"""
"3125;""kuala lumpur", n/a," malaysia"";""19"""
"3129;""portland", oregon," usa"";NULL"
"3133;""wapakoneta", ohio," usa"";""34"""
"3137;""biscoe", north carolina," usa"";""26"""
"3141;""la ronge", saskatchewan," canada"";NULL"
"3145;""austin", texas," usa"";""34"""
"3149;""tampa", florida," usa"";NULL"
"3153;""abbotsford", british columbia," canada"";NULL"
"3157;""alhambra", california," usa"";NULL"
"3161;""bacolod", negros occidental," philippines"";""39"""
"3165;""janesville", wisconsin," usa"";NULL"
"3169;""miami", florida," usa"";""32"""
"3173;""bega", new south wales," australia"";""16"""
"3177;""hamilton", n/a," new zealand"";""44"""
"3181;""barcelona", catalunya," spain"";""21"""
"3185;""oslo", oslo," norway"";NULL"
"3190;""christchurch", canterbury," new zealand"";NULL"
"3194;""logan", utah," usa"";""20"""
"3198;""london", england," united kingdom"";NULL"
"3202;""munster", western australia," australia"";""21"""
"3206;""bilbao", vizcaya," spain"";""23"""
"3210;""kota bharu", kelantan," malaysia"";""19"""
"3214;""adelaide", south australia," australia"";""22"""
"3218;""tampere", n/a," finland"";""21"""
"3222;""peterborough", england," united kingdom"";""15"""
"3226;""vancouver", british columbia," canada"";NULL"
"3230;""gray", maine," usa"";""18"""
"3234;""kuala lumpur", england," malaysia"";NULL"
"3238;""amman", amman," jordan"";""41"""
"3242;""turku", n/a," finland"";""27"""
"3246;""méxico", distrito federal," mexico"";""44"""
"3250;""detroit", michigan," usa"";NULL"
"3254;""trafalgar", indiana," usa"";""52"""
"3258;""quezon city", metro manila," philippines"";""20"""
"3262;""gießen", hessen," germany"";""21"""
"3266;""stockholm", n/a," sweden"";NULL"
"3270;""scotts valley", california," usa"";""21"""
"3274;""a coruña", galicia," spain"";""55"""
"3278;""lakewood", illinois," usa"";""31"""
"3282;""didsbury", alberta," canada"";""52"""
"3286;""vineland", new jersey," usa"";""43"""
"3290;""windsor", ontario," canada"";NULL"
"3294;""vienna", delaware," austria"";NULL"
"3298;""argenta bc", british columbia," canada"";NULL"
"3302;""calgary", alberta," canada"";NULL"
"3306;""windsor", ontario," canada"";NULL"
"3310;""tucson", arizona," usa"";NULL"
"3314;""bedford hills", new york," usa"";NULL"
"3318;""encino", california," usa"";""54"""
"3322;""chihuahua", chihuahua," mexico"";NULL"
"3326;""bonn", nordrhein-westfalen," germany"";""37"""
"3330;""spokane", washington," usa"";""49"""
"3334;""beaconsfield", england," united kingdom"";NULL"
"3338;""ocala", florida," usa"";NULL"
"3342;""dayton", ohio," usa"";""21"""
"3346;""tehran", tehran," iran"";""20"""
"3350;""colorado springs", colorado," usa"";""23"""
"3354;""ljubljana", n/a," slovenia"";NULL"
"3358;""bronx", new york," usa"";""58"""
"3362;""new york", new york," usa"";NULL"
"3366;""santa coloma de gramenet", barcelona," spain"";""29"""
"3370;""minneapolis", minnesota," usa"";""29"""
"3374;""ajax", ontario," canada"";""47"""
"3378;""bristol", england," united kingdom"";""22"""
"3382;""melbourne", victoria," australia"";""25"""
"3386;""castelldefels", cataluña," spain"";""49"""
"3390;""hamilton", ontario," canada"";""21"""
"3394;""barcelona", barcelona," spain"";""21"""
"3398;""andorra la vella", n/a," andorra"";""29"""
"3402;""tavigliano", piemonte," italy"";NULL"
"3406;""jakarta", idaho," indonesia"";""32"""
"3410;""montgomery", illinois," usa"";NULL"
"3414;""singapore", n/a," singapore"";""21"""
"3418;""san diego", california," usa"";""14"""
"3422;""gawler east", south australia," australia"";""14"""
"3426;""barcelona", barcelona," spain"";""20"""
"3430;""aukrug", schleswig-holstein," germany"";""37"""
"3434;""karachi", sind," pakistan"";""58"""
"3438;""hildesheim", sachsen," germany"";""21"""
"3442;""lisboa", alabama," portugal"";NULL"
"3446;""macungie", pennsylvania," usa"";""47"""
"3450;""bishkek", n/a," kyrgyzstan"";""22"""
"3454;""dallas", texas," usa"";""36"""
"3458;""brisbane", queensland," australia"";""28"""
"3462;""amherst", new york," usa"";NULL"
"3466;""london", england," united kingdom"";""32"""
"3470;""cordova", tennessee," usa"";""23"""
"3474;""edinburgh", scotland," united kingdom"";NULL"
"3478;""glenshaw", pennsylvania," usa"";""36"""
"3482;""celina", ohio," usa"";NULL"
"3486;""san diego", california," usa"";""41"""
"3490;""adelaide", south australia," australia"";""13"""
"3494;""oud vossemeer", zeeland," netherlands"";NULL"
"3498;""monticello", minnesota," usa"";NULL"
"3502;""mount ephraim", new jersey," usa"";""41"""
"3506;""new york", new york," usa"";NULL"
"3510;""nederland", colorado," usa"";""57"""
"3514;""evansville", indiana," usa"";""22"""
"3518;""los altos", california," usa"";NULL"
"3522;""evansville", indiana," usa"";""34"""
"3526;""edwards", california," usa"";""28"""
"3530;""mérida", yucatán," mexico"";""48"""
"3534;""madison", wisconsin," usa"";NULL"
"3538;""madrid", madrid," spain"";""31"""
"3543;""elgin", texas," usa"";""37"""
"3547;""bryn mawr", pennsylvania," usa"";NULL"
"3551;""brooklyn", new york," usa"";NULL"
"3555;""milano", lombardia," italy"";""30"""
"3559;""cartagena", murcia," spain"";""34"""
"3563;""white river jct.", vermont," usa"";NULL"
"3567;""hillsdale", new south wales," australia"";""23"""
"3571;""calgary", alberta," canada"";""34"""
"3575;""chicago", illinois," usa"";""35"""
"3579;""madrid", madrid," spain"";""33"""
"3583;""redlands", queensland," australia"";""48"""
"3587;""albuquerque", new mexico," usa"";NULL"
"3591;""fort worth", texas," usa"";""30"""
"3595;""london", england,";NULL
3596"";""wetumpka", alabama," usa"";NULL"
"3600;""charleston", west virginia," usa"";NULL"
"3604;""pacific", missouri," usa"";""26"""
"3608;""london", england," united kingdom"";""31"""
"3612;""essen", nordrhein-westfalen," germany"";""23"""
"3616;""eagle river", alaska," usa"";""33"""
"3620;""buras", louisiana," usa"";""29"""
"3624;""rochester", new york," usa"";NULL"
"3628;""easthampton", massachusetts," usa"";NULL"
"3632;""edgewater", new jersey,";33"""
"3636;""karachi",75300, sind," pakistan"";""77"""
"3640;""sacramento", california," usa"";NULL"
"3644;""fort ann", new york," usa"";""43"""
"3648;""durham", north carolina," usa"";NULL"
"3652;""levallois-perret", ile-de-france," france"";""16"""
"3656;""inglewood", california," usa"";NULL"
"3661;""fairbanks", alaska," usa"";NULL"
"3665;""iowa city", iowa," usa"";""34"""
"3669;""williamsburg", massachusetts," usa"";""34"""
"3673;""chatsworth", california," usa"";""56"""
"3677;""darlington", south carolina," usa"";""2"""
"3681;""santiago", missouri," chile"";""24"""
"3685;""oklahoma city", oklahoma," usa"";""33"""
"3689;""vigo", galicia," spain"";""104"""
"3693;""hampton", virginia," usa"";""23"""
"3697;""königswinter", nrw," germany"";NULL"
"3701;""rouen", normandie," france"";""18"""
"3705;""badalona", barcelona," spain"";""28"""
"3709;""lucama", north carolina," usa"";""30"""
"3713;""juneau", alaska," usa"";""39"""
"3717;""badajoz", badajoz," spain"";""20"""
"3721;""royal oak", michigan," usa"";NULL"
"3725;""anchorage", alaska," usa"";""38"""
"3729;""arvada", colorado," usa"";""27"""
"3733;""bloomington", minnesota," usa"";NULL"
"3737;""melbourne", victoria," australia"";""15"""
"3742;""cd. obregon", sonora," mexico"";""22"""
"3746;""wangaratta", victoria," australia"";""56"""
"3750;""mercer island", washington," usa"";NULL"
"3754;""northampton", england," united kingdom"";""19"""
"3758;""barcelona", catalunya," spain"";""37"""
"3762;""sta.coloma de gramenet", barcelona," spain"";""25"""
"3766;""oviedo", asturias," spain"";""22"""
"3770;""roanoke", virginia," usa"";""20"""
"3774;""nashville", tennessee," usa"";""23"""
"3778;""milton keynes", buckinghamshire," united kingdom"";""28"""
"3782;""fairbanks", alaska," usa"";NULL"
"3786;""lisbon", n/a," portugal"";NULL"
"3790;""fort wayne", indiana," usa"";NULL"
"3794;""steinburg", schleswig-holstein," germany"";""57"""
"3798;""anchorage", alaska," usa"";""23"""
"3802;""mla", mla," phils"";NULL"
"3806;""milano", lombardia," italy"";""32"""
"3810;""madrid", madrid," spain"";""16"""
"3814;""langhorne", pennsylvania," usa"";NULL"
